,in_deg,out_deg,in_wdeg,out_wdeg,deg,deg_ratio,is_sink,is_source,nbr_deg_mean,nbr_deg_max,dag_layer_norm,pagerank_dep,pagerank_use,hits_hub,hits_auth,coreness,betweenness_approx,harmonic_in,is_articulation,reach_dependencies,reach_dependents,community_size,within_comm_z,participation,n_neighbor_comms,neighbor_comm_entropy,cross_comm_frac,type_in_deg,type_in_wdeg,type_out_deg,type_out_wdeg,type_in_depth_min,type_in_depth_mean,body_in_deg,body_in_wdeg,body_out_deg,body_out_wdeg,body_in_depth_min,body_in_depth_mean,stmt_body_in_ratio,relation_entropy_in,mult_per_unique_in
Lean.Grind.NatModule,1,0,1.0,0.0,1,2.0,1,0,17.0,17.0,0.05,0.00019641632082178766,0.00013336990030734743,-0.0,4.769280136690307e-10,1,0.0,1.0,0,0,1,719,-0.612949403261543,0.0,1,-0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.1723265250352423e-08,1.0
Lean.Grind.NatModule.mk,1,0,1.0,0.0,1,2.0,1,0,17.0,17.0,0.05,0.00019641632082178766,0.00013336990030734743,-0.0,4.769280136690307e-10,1,0.0,1.0,0,0,1,719,-0.612949403261543,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,7.0,7.0,0.5,2.172326580816448e-08,1.0
Lean.Grind.Order.eq_mp,3,0,3.0,0.0,3,4.0,1,0,80.33333333333333,131.0,0.1,0.00018955825404842852,0.00013336990030734743,-0.0,2.860762883156532e-07,3,0.0,4.5,0,0,6,1649,-0.3722962445152907,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,3.0,0.0,0.0,16.0,20.0,0.25,2.172326580816448e-08,1.0
Lean.Grind.Order.eq_trans_true,3,0,3.0,0.0,3,4.0,1,0,55.333333333333336,56.0,0.1,0.0001899642081200245,0.00013336990030734743,-0.0,1.1440698286194249e-07,3,0.0,4.0,0,0,5,1649,-0.3722962445152907,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,3.0,0.0,0.0,13.0,13.666666666666666,0.25,2.172326580816448e-08,1.0
Lean.Grind.Order.le_lt_trans,4,0,25.0,0.0,4,5.0,1,0,65.5,66.0,0.15,0.00019005190650775422,0.00013336990030734743,-0.0,1.9357019562209574e-08,4,0.0,7.333333333333332,0,0,12,1649,-0.3381840865330873,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,4.0,25.0,0.0,0.0,33.0,35.25,0.038461538461538464,2.172326580816448e-08,6.25
Lean.Grind.Order.le_lt_trans_k,1,0,1.0,0.0,1,2.0,1,0,131.0,131.0,0.1,0.00018883703881453237,0.00013336990030734743,-0.0,2.0408704419897772e-07,1,0.0,1.5,0,0,2,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,38.0,38.0,0.5,2.172326580816448e-08,1.0
Lean.Grind.Order.le_of_eq_1,4,0,12.0,0.0,4,5.0,1,0,65.5,66.0,0.15,0.0001893924788969588,0.00013336990030734743,-0.0,9.253790483779646e-09,4,0.0,7.333333333333332,0,0,12,1649,-0.3381840865330873,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,4.0,12.0,0.0,0.0,30.0,31.0,0.07692307692307693,2.172326580816448e-08,3.0
Lean.Grind.Order.le_of_eq_1_k,1,0,1.0,0.0,1,2.0,1,0,131.0,131.0,0.1,0.00018883703881453237,0.00013336990030734743,-0.0,2.0408704419897772e-07,1,0.0,1.5,0,0,2,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,35.0,35.0,0.5,2.172326580816448e-08,1.0
Lean.Grind.Order.le_of_eq_2,4,0,12.0,0.0,4,5.0,1,0,65.5,66.0,0.15,0.0001893924788969588,0.00013336990030734743,-0.0,9.174127750127373e-09,4,0.0,7.333333333333332,0,0,12,1649,-0.3381840865330873,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,4.0,12.0,0.0,0.0,31.0,31.0,0.07692307692307693,2.172326580816448e-08,3.0
Lean.Grind.Order.le_of_not_lt,2,0,12.0,0.0,2,3.0,1,0,66.0,66.0,0.15,0.00018939154548050494,0.00013336990030734743,-0.0,9.592759813286613e-09,2,0.0,3.6666666666666665,0,0,6,1649,-0.40640840249749405,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,12.0,0.0,0.0,34.0,34.0,0.07692307692307693,2.172326580816448e-08,6.0
Lean.Grind.Order.le_trans,2,0,2.0,0.0,2,3.0,1,0,65.0,65.0,0.15,0.00018888532262367557,0.00013336990030734743,-0.0,1.472526403435534e-09,2,0.0,3.666666666666667,0,0,6,1649,-0.40640840249749405,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0,0.0,0.0,36.0,37.0,0.3333333333333333,2.172326580816448e-08,1.0
Lean.Grind.Order.lt_eq_true_k,1,0,1.0,0.0,1,2.0,1,0,56.0,56.0,0.1,0.00018924299288612835,0.00013336990030734743,-0.0,3.241773874526683e-08,1,0.0,2.0,0,0,3,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,20.0,20.0,0.5,2.172326580816448e-08,1.0
Lean.Grind.Order.lt_eq_true_of_le_k,1,0,1.0,0.0,1,2.0,1,0,56.0,56.0,0.1,0.00018914552919265142,0.00013336990030734743,-0.0,4.0866376573310264e-08,1,0.0,1.5,0,0,2,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,24.0,24.0,0.5,2.172326580816448e-08,1.0
Lean.Grind.Order.lt_eq_true_of_lt_k,1,0,1.0,0.0,1,2.0,1,0,54.0,54.0,0.1,0.00018914309541270103,0.00013336990030734743,-0.0,4.112286754336542e-08,1,0.0,1.5,0,0,2,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,24.0,24.0,0.5,2.172326580816448e-08,1.0
Lean.Grind.Order.lt_le_trans,4,0,25.0,0.0,4,5.0,1,0,65.5,66.0,0.15,0.00019005190650775422,0.00013336990030734743,-0.0,1.909761020781085e-08,4,0.0,7.333333333333332,0,0,12,1649,-0.3381840865330873,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,4.0,25.0,0.0,0.0,33.0,34.5,0.038461538461538464,2.172326580816448e-08,6.25
Lean.Grind.Order.lt_of_not_le,4,0,16.0,0.0,4,5.0,1,0,65.5,66.0,0.15,0.0001895963370504896,0.00013336990030734743,-0.0,1.190647812626873e-08,4,0.0,7.333333333333332,0,0,12,1649,-0.3381840865330873,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,4.0,16.0,0.0,0.0,34.0,35.25,0.058823529411764705,2.172326580816448e-08,4.0
Lean.Grind.Order.lt_trans,4,0,4.0,0.0,4,5.0,1,0,65.5,66.0,0.15,0.00018898662942280504,0.00013336990030734743,-0.0,3.071319705650325e-09,4,0.0,7.333333333333332,0,0,12,1649,-0.3381840865330873,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,4.0,4.0,0.0,0.0,35.0,36.25,0.2,2.172326580816448e-08,1.0
Lean.Grind.Order.lt_unsat,4,0,24.0,0.0,4,5.0,1,0,65.5,66.0,0.15,0.0001900012531081895,0.00013336990030734743,-0.0,1.8427918233906486e-08,4,0.0,7.333333333333332,0,0,12,1649,-0.3381840865330873,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,4.0,24.0,0.0,0.0,29.0,29.0,0.04,2.172326580816448e-08,6.0
Lean.Grind.Order.lt_unsat_k,1,0,1.0,0.0,1,2.0,1,0,131.0,131.0,0.1,0.00018883703881453237,0.00013336990030734743,-0.0,2.0408704419897772e-07,1,0.0,1.5,0,0,2,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,32.0,32.0,0.5,2.172326580816448e-08,1.0
Lean.Grind.Ring.toIntModule,1,0,5.0,0.0,1,2.0,1,0,131.0,131.0,0.1,0.00018905037532974926,0.00013336990030734743,-0.0,1.0204352209948886e-06,1,0.0,1.5,0,0,2,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,5.0,0.0,0.0,44.0,44.0,0.16666666666666666,2.172326580816448e-08,5.0
Lean.Grind.alreadyNorm,11,0,92.0,0.0,11,12.0,1,0,53.45454545454545,66.0,0.15,0.0001959732172274822,0.00013336990030734743,-0.0,1.7496031818252206e-07,11,0.0,18.499999999999996,0,0,28,1649,-0.0993989806576636,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,11.0,92.0,0.0,0.0,18.0,23.727272727272727,0.010752688172043012,2.172326580816448e-08,8.363636363636363
Lean.Grind.and_eq_of_eq_false_left,1,0,1.0,0.0,1,2.0,1,0,66.0,66.0,0.1,0.00018886303096440286,0.00013336990030734743,-0.0,4.685821632649666e-09,1,0.0,1.5,0,0,2,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,41.0,41.0,0.5,2.172326580816448e-08,1.0
Lean.Grind.and_eq_of_eq_true_left,1,0,1.0,0.0,1,2.0,1,0,66.0,66.0,0.1,0.00018886303096440286,0.00013336990030734743,-0.0,4.685821632649666e-09,1,0.0,1.5,0,0,2,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,42.0,42.0,0.5,2.172326580816448e-08,1.0
Lean.Grind.and_eq_of_eq_true_right,5,0,6.0,0.0,5,6.0,1,0,65.6,66.0,0.15,0.00018914528198015447,0.00013336990030734743,-0.0,1.244296297094889e-08,5,0.0,8.833333333333334,0,0,14,1649,-0.30407192855088394,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,5.0,6.0,0.0,0.0,37.0,37.0,0.14285714285714285,2.172326580816448e-08,1.2
